Run,ER,Spn,Ct,index,alpha,ln.alpha,beta,Smsy,Smsy80p,Sgen,Umsy
923,31.492305784540616,632.3260176086902,290.6739823913099,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
931,31.492305784540616,637.806633145927,293.19336685407313,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
939,31.492305784540616,643.2872486831637,295.7127513168364,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
947,31.492305784540616,648.7678642204004,298.2321357795996,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
955,31.492305784540616,654.2484797576371,300.7515202423629,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
963,31.492305784540616,659.7290952948739,303.2709047051261,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
971,31.492305784540616,665.2097108321107,305.7902891678894,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
979,31.492305784540616,670.6903263693474,308.30967363065264,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
987,31.492305784540616,676.1709419065842,310.8290580934159,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
995,31.492305784540616,681.6515574438209,313.3484425561791,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1003,31.492305784540616,687.1321729810577,315.86782701894236,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1011,31.492305784540616,692.6127885182945,318.38721148170566,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1019,31.492305784540616,698.0934040555312,320.90659594446885,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1027,31.492305784540616,703.574019592768,323.42598040723215,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1035,31.492305784540616,709.0546351300047,325.94536486999533,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1043,31.492305784540616,714.5352506672415,328.46474933275863,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1052,31.492305784540616,720.7009431466328,331.2990568533673,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1060,31.492305784540616,726.1815586838695,333.81844131613053,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1068,31.492305784540616,731.6621742211063,336.3378257788938,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1076,31.492305784540616,737.142789758343,338.857210241657,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1084,31.492305784540616,742.6234052955798,341.37659470442026,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1092,31.492305784540616,748.1040208328166,343.89597916718355,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1100,31.492305784540616,753.5846363700533,346.4153636299468,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1108,31.492305784540616,759.0652519072901,348.93474809271,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1116,31.492305784540616,764.5458674445268,351.4541325554733,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1124,31.492305784540616,770.0264829817636,353.9735170182365,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1132,31.492305784540616,775.5070985190004,356.49290148099976,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1140,31.492305784540616,780.9877140562371,359.012285943763,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1148,31.492305784540616,786.4683295934739,361.53167040652625,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1156,31.492305784540616,791.9489451307105,364.0510548692895,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1164,31.492305784540616,797.4295606679473,366.5704393320528,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1172,31.492305784540616,802.910176205184,369.089823794816,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1180,31.492305784540616,808.3907917424208,371.6092082575792,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1188,31.492305784540616,813.8714072796575,374.1285927203425,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1196,31.492305784540616,819.3520228168943,376.64797718310575,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1204,31.492305784540616,824.8326383541311,379.16736164586905,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1212,31.492305784540616,830.3132538913678,381.6867461086323,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1220,31.492305784540616,835.7938694286046,384.2061305713955,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1228,31.492305784540616,841.2744849658413,386.7255150341587,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1236,31.492305784540616,846.7551005030781,389.244899496922,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1244,31.492305784540616,852.2357160403149,391.76428395968526,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1252,31.492305784540616,857.7163315775516,394.28366842244856,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1260,31.492305784540616,863.1969471147884,396.80305288521174,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1268,31.492305784540616,868.6775626520251,399.322437347975,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1276,31.492305784540616,874.1581781892619,401.8418218107383,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1284,31.492305784540616,879.6387937264985,404.3612062735015,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1292,31.492305784540616,885.1194092637353,406.88059073626476,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1300,31.492305784540616,890.600024800972,409.39997519902795,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1308,31.492305784540616,896.0806403382088,411.91935966179125,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1316,31.492305784540616,901.5612558754456,414.4387441245545,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1324,31.492305784540616,907.0418714126823,416.9581285873178,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1332,31.492305784540616,912.5224869499191,419.47751305008103,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1340,31.492305784540616,918.0031024871558,421.9968975128442,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1348,31.492305784540616,923.4837180243926,424.5162819756075,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1357,31.492305784540616,929.649410503784,427.3505894962161,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1365,31.492305784540616,935.1300260410206,429.8699739589794,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1373,31.492305784540616,940.6106415782574,432.38935842174266,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1381,31.492305784540616,946.0912571154942,434.9087428845059,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1389,31.492305784540616,951.5718726527309,437.4281273472692,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1397,31.492305784540616,957.0524881899677,439.9475118100324,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1405,31.492305784540616,962.5331037272044,442.4668962727956,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1413,31.492305784540616,968.0137192644412,444.9862807355589,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1421,31.492305784540616,973.494334801678,447.50566519832216,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1429,31.492305784540616,978.9749503389147,450.0250496610854,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1437,31.492305784540616,984.4555658761515,452.54443412384865,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1445,31.492305784540616,989.9361814133882,455.0638185866119,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1453,31.492305784540616,995.416796950625,457.58320304937513,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1461,31.492305784540616,1000.8974124878617,460.1025875121384,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1469,31.492305784540616,1006.3780280250985,462.6219719749016,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1477,31.492305784540616,1011.8586435623353,465.14135643766485,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1485,31.492305784540616,1017.339259099572,467.66074090042815,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1493,31.492305784540616,1022.8198746368087,470.1801253631914,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1501,31.492305784540616,1028.3004901740455,472.6995098259547,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1509,31.492305784540616,1033.7811057112822,475.2188942887179,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1517,31.492305784540616,1039.261721248519,477.7382787514811,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1525,31.492305784540616,1044.7423367857557,480.25766321424436,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1533,31.492305784540616,1050.2229523229926,482.77704767700766,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1541,31.492305784540616,1055.7035678602292,485.2964321397709,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1549,31.492305784540616,1061.184183397466,487.8158166025341,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1557,31.492305784540616,1066.6647989347027,490.3352010652974,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1565,31.492305784540616,1072.1454144719394,492.8545855280606,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1573,31.492305784540616,1077.6260300091762,495.3739699908239,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1581,31.492305784540616,1083.106645546413,497.89335445358716,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1589,31.492305784540616,1088.5872610836498,500.41273891635035,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1597,31.492305784540616,1094.0678766208864,502.9321233791136,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1605,31.492305784540616,1099.5484921581233,505.4515078418769,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1613,31.492305784540616,1105.02910769536,507.97089230464013,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1621,31.492305784540616,1110.5097232325968,510.49027676740343,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1629,31.492305784540616,1115.9903387698334,513.0096612301666,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1637,31.492305784540616,1121.4709543070703,515.5290456929299,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1645,31.492305784540616,1126.951569844307,518.0484301556932,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1654,31.492305784540616,1133.1172623236982,520.8827376763018,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1662,31.492305784540616,1138.5978778609351,523.402122139065,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1670,31.492305784540616,1144.0784933981718,525.9215066018282,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1678,31.492305784540616,1149.5591089354086,528.4408910645916,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1686,31.492305784540616,1155.0397244726453,530.9602755273547,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1694,31.492305784540616,1160.5203400098821,533.479659990118,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1702,31.492305784540616,1166.0009555471188,535.9990444528813,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1710,31.492305784540616,1171.4815710843557,538.5184289156446,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1718,31.492305784540616,1176.9621866215923,541.0378133784078,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1726,31.492305784540616,1182.4428021588292,543.557197841171,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1734,31.492305784540616,1187.9234176960658,546.0765823039343,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1742,31.492305784540616,1193.4040332333027,548.5959667666975,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1750,31.492305784540616,1198.8846487705393,551.1153512294608,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1758,31.492305784540616,1204.3652643077762,553.634735692224,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1766,31.492305784540616,1209.8458798450129,556.1541201549873,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1774,31.492305784540616,1215.3264953822495,558.6735046177505,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1782,31.492305784540616,1220.8071109194864,561.1928890805137,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1790,31.492305784540616,1226.287726456723,563.7122735432771,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1798,31.492305784540616,1231.76834199396,566.2316580060402,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1806,31.492305784540616,1237.2489575311965,568.7510424688035,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1814,31.492305784540616,1242.7295730684334,571.2704269315668,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1822,31.492305784540616,1248.21018860567,573.7898113943301,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1830,31.492305784540616,1253.690804142907,576.3091958570933,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1838,31.492305784540616,1259.1714196801436,578.8285803198564,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1846,31.492305784540616,1264.6520352173804,581.3479647826198,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1854,31.492305784540616,1270.132650754617,583.867349245383,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1862,31.492305784540616,1275.613266291854,586.3867337081463,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1870,31.492305784540616,1281.0938818290906,588.9061181709095,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1878,31.492305784540616,1286.5744973663275,591.4255026336727,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1886,31.492305784540616,1292.0551129035641,593.944887096436,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1894,31.492305784540616,1297.5357284408008,596.4642715591992,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1902,31.492305784540616,1303.0163439780376,598.9836560219625,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1910,31.492305784540616,1308.4969595152743,601.5030404847258,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1918,31.492305784540616,1313.9775750525112,604.022424947489,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1926,31.492305784540616,1319.4581905897478,606.5418094102522,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1934,31.492305784540616,1324.9388061269847,609.0611938730156,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1942,31.492305784540616,1330.4194216642213,611.5805783357788,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1951,31.492305784540616,1336.5851141436128,614.4148858563874,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1959,31.492305784540616,1342.0657296808495,616.9342703191506,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1967,31.492305784540616,1347.5463452180863,619.4536547819139,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1975,31.492305784540616,1353.026960755323,621.9730392446771,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1983,31.492305784540616,1358.5075762925596,624.4924237074404,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1991,31.492305784540616,1363.9881918297965,627.0118081702036,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
1999,31.492305784540616,1369.4688073670332,629.531192632967,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2007,31.492305784540616,1374.94942290427,632.0505770957302,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2015,31.492305784540616,1380.4300384415067,634.5699615584933,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2023,31.492305784540616,1385.9106539787435,637.0893460212567,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2031,31.492305784540616,1391.3912695159802,639.6087304840199,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2039,31.492305784540616,1396.871885053217,642.1281149467832,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2047,31.492305784540616,1402.3525005904537,644.6474994095464,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2055,31.492305784540616,1407.8331161276906,647.1668838723097,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2063,31.492305784540616,1413.3137316649272,649.6862683350729,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2071,31.492305784540616,1418.794347202164,652.2056527978361,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2079,31.492305784540616,1424.2749627394007,654.7250372605994,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2087,31.492305784540616,1429.7555782766376,657.2444217233626,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2095,31.492305784540616,1435.2361938138743,659.7638061861259,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2103,31.492305784540616,1440.716809351111,662.2831906488891,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2111,31.492305784540616,1446.1974248883478,664.8025751116525,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2119,31.492305784540616,1451.6780404255844,667.3219595744157,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2127,31.492305784540616,1457.1586559628213,669.8413440371789,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2135,31.492305784540616,1462.639271500058,672.3607284999422,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2143,31.492305784540616,1468.1198870372948,674.8801129627054,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2151,31.492305784540616,1473.6005025745314,677.3994974254686,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2159,31.492305784540616,1479.0811181117683,679.9188818882318,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2167,31.492305784540616,1484.561733649005,682.4382663509951,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2175,31.492305784540616,1490.0423491862418,684.9576508137584,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2183,31.492305784540616,1495.5229647234785,687.4770352765216,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2191,31.492305784540616,1501.0035802607154,689.9964197392849,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2199,31.492305784540616,1506.484195797952,692.5158042020481,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2207,31.492305784540616,1511.9648113351889,695.0351886648115,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2215,31.492305784540616,1517.4454268724255,697.5545731275747,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2223,31.492305784540616,1522.9260424096624,700.0739575903378,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2231,31.492305784540616,1528.406657946899,702.5933420531011,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2239,31.492305784540616,1533.8872734841357,705.1127265158643,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2247,31.492305784540616,1539.3678890213725,707.6321109786276,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2256,31.492305784540616,1545.5335815007638,710.4664184992363,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2264,31.492305784540616,1551.0141970380007,712.9858029619995,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2272,31.492305784540616,1556.4948125752373,715.5051874247629,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2280,31.492305784540616,1561.9754281124742,718.024571887526,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2288,31.492305784540616,1567.4560436497109,720.5439563502892,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2296,31.492305784540616,1572.9366591869477,723.0633408130525,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2304,31.492305784540616,1578.4172747241844,725.5827252758157,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2312,31.492305784540616,1583.897890261421,728.102109738579,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2320,31.492305784540616,1589.378505798658,730.6214942013423,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2328,31.492305784540616,1594.8591213358945,733.1408786641056,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2336,31.492305784540616,1600.3397368731314,735.6602631268688,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
2344,31.492305784540616,1605.820352410368,738.179647589632,3,2,0.6931471805599453,5e-4,629.8461156908122,503.8768925526498,381.0136518088124,0.31492305784540614
